,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
1282,2008-03-01,Unprovoked,USA,Florida,Boogie Boarding,M,0,Right foot bitten,N,a small shark
1283,2008-03-01,Unprovoked,USA,Florida,Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,N,2.5' shark
1284,2008-03-01,Unprovoked,USA,Florida,Wading,M,14,Two 3-inch lacerations to right ankle,N,Unidentified
1285,2008-03-01,Unprovoked,USA,Florida,Jet skiing,M,8,Minor injury,N,Shark involvement not confirmed
1286,2008-03-01,Unprovoked,USA,California,Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,White shark
1287,2008-02-01,Unprovoked,BAHAMAS,Northern Bahamas,Diving,M,49,"Leg bitten, FATAL",Y,"A bull shark, according to some of the divers on the boat"
1288,2008-02-01,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,26,Lacerations to face,N,Unidentified
1289,2008-02-01,Unprovoked,USA,Florida,Surfing,M,25,Lacerations to foot,N,Unidentified
1290,2008-02-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,14,Abrasions to elbow; collided with shark,N,1 m shark
1291,2008-02-01,Unprovoked,USA,Florida,Surf-skiing,M,0,Lacerations to foot,N,3' shark
1292,2008-01-01,Provoked,JAPAN,Tokyo Bay,Diving,M,0,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",Unidentified,"Goblin shark, 4.2'"
1293,2008-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,M,42,"No injury to surf-skiier, shark holed ski",N,"Blacktip shark, 2m"
1294,2008-01-01,Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20,Laceration to left knee PROVOKED INCIDENT,N,"Mako shark, 90kg"
1295,2008-01-01,Invalid,NEW ZEALAND,South Island,Wading,M,0,"Stingray envenomation, not a shark",Unidentified,No shark involvement
1296,2008-01-01,Boat,NEW ZEALAND,North Island,Attempting to chase shark out to sea,Unidentified,0,"No injury to occupants, pontoon punctured",N,"Bronze whaler shark, 4m"
1297,2008-01-01,Unprovoked,USA,Florida,Surfing,M,20,Left foot bitten,N,a small shark
1298,1900-01-01,Provoked,USA,Florida,Fishing for snapper,M,0,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,"Nurse shark, 10'"
1299,1900-01-01,Unprovoked,MEXICO,Baja California,Surfing,M,26,Leg bitten,N,Possibly a hammerhead shark
1300,2007-12-01,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,3 m shark
1301,2007-12-01,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,M,53,Shark bites were post-mortem,Unidentified,Invalid
1302,2007-12-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,31,Severe lacerations to right buttock,N,2 m shark
1303,2007-12-01,Unprovoked,AUSTRALIA,Queensland,Swimming,M,0,Lacerations to hand,N,"""a small shark"""
1304,2007-12-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,34,Lacerations to left forearm,Unidentified,Not a shark attack; it was a hoax
1305,2007-12-01,Unprovoked,USA,Hawaii,Surfing,M,52,"No injury, shark bit surfboard ",N,Tiger shark
1306,2007-12-01,Unprovoked,NEW ZEALAND,South Island,Surfing,F,0,"No injury, shark bit surfboard & severed leash",N,Unidentified
1307,2007-12-01,Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,M,28,20 cm injury to left foot,N,2.27 m shark
1308,2007-11-01,Provoked,AUSTRALIA,Western Australia,Fishing,M,32,Minor injury to finger by netted shark PROVOKED INCIDENT,N,reef shark
1309,2007-11-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,0,"No injury, teethmarks in board & torn wetsuit",N,Unidentified
1310,2007-11-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,14,Lacerations to feet,N,1.5 to 2 m shark
1311,2007-11-01,Unprovoked,USA,Florida,Surfing,M,21,Cut to right knee,N,4' to 5' shark
1312,2007-11-01,Unprovoked,USA,Florida,Surfing,M,42,Lacerations to right leg,N,5' shark
1313,2007-11-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,37,Lacerations to thigh,N,"White shark, 3m to 4m"
1314,2007-11-01,Invalid,MEXICO,Baja California,Shark diving,M,0,White shark breached cage. No injury to occupants,Unidentified,Invalid
1315,2007-10-01,Unprovoked,USA,Hawaii,Floating,M,32,Lacerations to left lower leg,N,Tiger shark
1316,2007-10-01,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,F,52,small laceration to wrist,N,"White shark, 2.5m "
1317,2007-10-01,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,31,Laceration to calf,N,Bronze whaler shark
1318,2007-10-01,Unprovoked,USA,California,Surfing,M,22,4 scratches on left hand,N,3' to 4' shark
1319,2007-10-01,Unprovoked,USA,Florida,Surfing,M,16,Severe lacerations to right hand,N,"Blacktip shark, 5'"
1320,2007-09-01,Unprovoked,USA,California,Surfing,M,0,Puncture wound to foot,N,Unidentified
1321,2007-09-01,Sea Disaster,PHILIPPINES,Palawan,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,0,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,Unidentified
1322,2007-09-01,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,F,23,FATAL,Y,Tiger shark
1323,2007-09-01,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,48,Thigh bitten,N,Caribbean reef shark
1324,2007-09-01,Unprovoked,USA,California,Surfing,F,0,"No injury to surfer, surfboard bitten",N,White shark
1325,2007-09-01,Unprovoked,EGYPT,Red Sea,Swimming,F,0,"Severe lacerations to lower left leg, ankle and foot",N,Oceanic whitetip sharks were in the vicinity
1326,2007-09-01,Invalid,USA,Florida,Scuba diving,F,0,Shark involvement prior to death unconfirmed,Unidentified,Shark involvement prior to death was not confirmed
1327,2007-09-01,Unprovoked,USA,Florida,Surfing,F,0,Laceration to foot,N,4' shark
1328,2007-09-01,Unprovoked,USA,Florida,Surfing,M,23,Small lacerations to bottom of right big toe,N,3' shark
1329,2007-09-01,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,M,0,Left thigh bitten,N,Gray reef shark
1330,2007-09-01,Unprovoked,USA,Florida,Wading?,M,56,Laceration to right heel,N,Unidentified
1331,2007-09-01,Unprovoked,USA,Florida,Surfing,F,0,"No injury, surfboard bitten",N,9.5' shark?
1332,2007-09-01,Unprovoked,USA,Florida,Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,"Nurse shark, 2' to 3' "
1333,2007-09-01,Unprovoked,USA,Florida,Wading,F,58,Puncture wounds & 2-inch laceration to calf,N,Unidentified
1334,2007-09-01,Unprovoked,USA,Florida,Wading,F,36,Laceration to right big toe,N,Unidentified
1335,2007-09-01,Unprovoked,USA,South Carolina,Standing,M,15,Lacerations to left calf and both feet ,N,Unidentified
1336,2007-09-01,Unprovoked,USA,Florida,Jumping,F,12,Tiny punctures to arm,N,"18"" to 24"" shark"
1337,2007-09-01,Unprovoked,USA,Florida,Swimming,M,58,"3"" laceration to left forearm",N,Possibly a spinner shark
1338,2007-08-01,Unprovoked,USA,Hawaii,Body boarding,M,15,Laceration to right heel,N,"Tiger shark, 10' to 12' "
1339,2007-08-01,Unprovoked,USA,California,Surfing,M,24,Lacerations to thigh & torso,N,"White shark, 12'"
1340,2007-08-01,Unprovoked,USA,Florida,Surfing,M,54,Left hand  bitten,N,3' shark
1341,2007-08-01,Unprovoked,USA,Florida,Surfing,M,27, 6 lacerations to left hand,N,3' shark
1342,2007-08-01,Provoked,USA,North Carolina,Diving,M,0,Minor injury from captive shark PROVOKED INCIDENT,N,Sand shark
1343,2007-08-01,Provoked,USA,Delaware,Fishing,M,0,Forearm bitten by hooked shark PROVOKED INCIDENT,N,Sandtiger shark
1344,2007-08-01,Unprovoked,USA,Florida,Swimming,M,52,Torso bitten,N,Unidentified
1345,2007-08-01,Unprovoked,USA,Florida,Surfing,M,16,Foot bitten,N,4' to 5' shark
1346,2007-08-01,Unprovoked,USA,South Carolina,Playing,M,7,Right calf bitten,N,Unidentified
1347,2007-08-01,Unprovoked,USA,Florida,Floating near boat & observing bioluminesce,M,20,Puncture wounds to torso,N,Possibly a 6' bull shark
1348,2007-08-01,Unprovoked,USA,Florida,Swimming,F,15,"Minor injury, small lacerations to right foot",N, 
1349,2007-08-01,Unprovoked,USA,Florida,Walking out of the water after surfing,M,19,"Minor injury, lacerations to left ankle & foot ",N,Unidentified
1350,2007-08-01,Unprovoked,USA,South Carolina,Swimming,M,30,Lacerations to right foot,N,Unidentified
1351,2007-08-01,Unprovoked,USA,South Carolina,Boogie Boarding,M,9,Lacerations to lower leg & ankle,N,Unidentified
1352,2007-08-01,Unprovoked,USA,Florida,Jumped into the water,F,19,Lacerations to arm,N,Possibly a 10' bull shark
1353,2007-07-01,Unprovoked,USA,Florida,Surfing,M,51,Minor injury to shoulder,N,Unidentified
1354,2007-07-01,Unprovoked,USA,California,Surfing,M,20,"No injury, shark bit surfboard",N,Unidentified
1355,2007-07-01,Unprovoked,USA,California,Surf paddling,M,0,"No injury, surfboard bumped by shark for 20 minutes",N,"White shark, 12' "
1356,2007-07-01,Boating,USA,California,Kayak Fishing,M,0,"No injury, kayak bitten",N,White shark
1357,2007-07-01,Unprovoked,USA,Hawaii,Snorkeling,M,36,Left calf severely bitten,N, 
1358,2007-07-01,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Wading,M,15,Calf bitten,N,"Bronze whaler shark, 1.5 m "
1359,2007-07-01,Unprovoked,USA,North Carolina,Swimming,M,14,Right calf bitten,N,2' to 3' shark
1360,2007-07-01,Provoked,NORWAY,Oslo Fjord,Scuba diving,M,48,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,"3' small spotted catshark, Scyliorhinus canicula"
1361,2007-07-01,Invalid,USA,California,Swimming,F,43,Foot injured. Shark involvment uncomfirmed,Unidentified,Shark involvement not confirmed
1362,2007-07-01,Unprovoked,USA,North Carolina,Wading,F,30,Lacerations to right thigh & left foot,N,5' shark
1363,2007-07-01,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",N,"Bull shark, 5' "
1364,2007-07-01,Unprovoked,USA,Florida,Surfing,M,18,Right foot bitten,N,Unidentified
1365,2007-07-01,Unprovoked,REUNION,Unidentified,Body boarding,M,17,Minor injuries to thigh & knee ,N,2 m shark
1366,2007-07-01,Invalid,SENEGAL,Unidentified,Murder,Unidentified,0,Unidentified,Unidentified,Questionable Incident
1367,2007-06-01,Provoked,USA,Florida,Removing hook from shark,M,0,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,"Lemon shark, 6' female "
1368,2007-06-01,Unprovoked,USA,California,Swimming,F,0,Hand bitten,N,Unidentified
1369,2007-06-01,Unprovoked,USA,Florida,Surfing,M,20,6 to 8 puncture wounds to right hand,N,4' shark
1370,2007-06-01,Unprovoked,USA,Hawaii,Surfing,M,0,"No injury, board damaged",N,Tiger shark
1371,2007-06-01,Invalid,USA,Florida,Surfing,F,9,Superficial injuries to upper leg may have been caused by surfboard fin,Unidentified,Shark involvement not confirmed
1372,2007-06-01,Unprovoked,USA,Florida,Swimming,F,0,Right foot bitten,N,3' to 4' shark
1373,2007-06-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,0,Lacerations to leg & ankle,N,Unidentified
1374,2007-05-01,Unprovoked,USA,South Carolina,Wading,F,0,Lacerations to lower leg,N,Unidentified
1375,2007-05-01,Provoked,USA,Virginia,Reviving a sedated shark,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,N,A 10-year-old 94-pound pregnant blacktip reef shark
1376,2007-05-01,Provoked,ENGLAND,Kent,Fishing,M,38,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length"
1377,2007-05-01,Unprovoked,AUSTRALIA,Western Australia,Wading,F,38,Left heel & calf bitten,N,2.5 m shark
1378,2007-05-01,Unprovoked,AUSTRALIA,Victoria,Surfing,M,19,"No injury, shark's fin caught his leg",N,10' shark
1379,2007-05-01,Unprovoked,USA,Florida,Surfing,F,21,Knee bitten,N,4' to 5' shark
1380,2007-05-01,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,M,0,No injury,N,"White shark, 2m "
1381,2007-05-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,45,Shark involvement prior to death unconfirmed,Unidentified,Shark involvement prior to death was not confirmed
1382,2007-05-01,Unprovoked,USA,Hawaii,Snorkeling,F,63,Right foot bitten,N,"Tiger shark, 14' "
1383,2007-05-01,Unprovoked,USA,Florida,Swimming,M,68,Circular bite on left thigh,N,6' to 8' shark
1384,2007-05-01,Sea Disaster,TURKS & CAICOS,Providenciales,Sea Disaster,Unidentified,0,Some of the bodies recovered had been bitten by sharks,Y,Unidentified
1385,2007-05-01,Provoked,BAHAMAS,Bimini Islands,Shark tagging,F,20,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,"Lemon shark, >1 m "
1386,2007-04-01,Unprovoked,AUSTRALIA,Queensland,Swimming / jumping off a jetty,F,13,Lower leg & foot injured,N,"""a small shark"""
1387,2007-04-01,Unprovoked,USA,Florida,Body boarding,M,12,Left foot bitten,N,blacktip or spinner shark
1388,2007-04-01,Unprovoked,USA,Florida,Surfing,M,24,Lacerations to left index finger & thumb ,N,3' to 4' shark
1389,2007-04-01,Boat,USA,Florida,Fishing,Unidentified,0,"No injury to occupants, shark holed the transom-mounted livewell ",N,"Bull shark, 10' "
1390,2007-04-01,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,26,Left foot bitten,N,Tiger shark
1391,2007-04-01,Unprovoked,USA,Florida,Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,Unidentified
1392,2007-03-01,Unprovoked,USA,Florida,Surfing,M,27,Lacerations to right ankle ,N,3' shark
1393,2007-03-01,Unprovoked,USA,Florida,Unidentified,M,9,Minor cuts to right buttock & thigh,N,Unidentified
1394,2007-03-01,Unprovoked,YEMEN,Muhafazat Hadramawt,Murder,Unidentified,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Unidentified
1395,2007-03-01,Unprovoked,USA,Florida,Surfing,M,11,Punctures & lacerations to right calf & calf,N,4' to 5' shark
1396,2007-03-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,1.5 m shark
1397,2007-03-01,Provoked,USA,Florida,Shark fishing,M,0,Right hand bitten by hooked shark PROVOKED INCIDENT,N,5' shark
1398,2007-03-01,Unprovoked,AUSTRALIA,Queensland,Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,2 to 2.5 m shark
1399,2007-03-01,Unprovoked,USA,Florida,Surfing,M,29,Lacerations to right forearm & hand,N,Unidentified
1400,2007-03-01,Provoked,NEW ZEALAND,Cook islans,Spearfishing,M,16,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,Tiger shark
1401,2007-02-01,Invalid,COSTA RICA,Unidentified,Swimming,M,36,Death due to drowning. Shark bite may have been postmortem,Unidentified,Shark involvement prior to death was not confirmed
1402,2007-02-01,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,N,Unidentified
1403,2007-02-01,Unprovoked,NEW CALEDONIA,Loyalty Islands,Spearfishing,M,0,Survived,N,Unidentified
1404,2007-01-01,Unprovoked,NEW CALEDONIA,North Province,Spearfishing (free diving),M,30,Leg bitten,N,Tiger shark
1405,2007-01-01,Boat,USA,Florida,Shrimping,Unidentified,0,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,14' shark
1406,2007-01-01,Unprovoked,AUSTRALIA,New South Wales,Diving,M,41,Head & torso bitten,N,"White shark, 3m"
1407,2007-01-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,20,Shark involvement prior to death unconfirmed,Unidentified,Shark involvement prior to death was not confirmed
1408,2007-01-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,Tiger shark
1409,2007-01-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,0,"No injury, shark damaged surfboard",N,2.4 m shark
1410,2007-01-01,Invalid,USA,New York,Surfing,M,54,No injury,Unidentified,"24"" to 30"" shark"
1411,2007-01-01,Unprovoked,USA,Hawaii,Surfing,M,24,"No injury, shark removed piece of surfboard",N,"6' to 8' shark, possibly a tiger shark"
1412,2006-12-01,Unprovoked,AUSTRALIA,Victoria,Surfing,M,25,Left leg bitten,N,2.5 to 3 m shark
1413,2006-12-01,Unprovoked,NEW ZEALAND,North Island,Surfing,M,10,Foot bitten,N,2 to 3 m shark
1414,2006-12-01,Unprovoked,USA,California,Surfing,M,43,"Minor injuries, surfboard bitten",N,"White shark, 12' to 15' "
1415,2006-12-01,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"Raggedtooth shark, 150-kg"
1416,2006-12-01,Unprovoked,AUSTRALIA,Western Australia,Body boarding,M,15,"Right leg severed, left leg lacerated",N,"White shark, 5m "
1417,2006-11-01,Sea Disaster,PHILIPPINES,Surigao del Norte,Sea Disaster,Unidentified,0,15 perished but shark involvement prior to death was not confirmed,Y,Unidentified
1418,2006-11-01,Unprovoked,USA,Hawaii,Swimming,M,29,Laceration to left thigh & left hand,N,2 m to 3 m shark
1419,2006-11-01,Provoked,SOUTH AFRICA,Eastern Cape Province,Canoeing,M,0,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,"Bull shark, 1.5m "
1420,2006-10-01,Unprovoked,USA,Oregon,Surfing,M,22,"No injury, surfboard bitten",N,"White shark, 16' "
1421,2006-10-01,Unprovoked,USA,Florida,Fishing,M,15,Lower right leg and foot bitten,N,Unidentified
1422,2006-10-01,Unprovoked,USA,Florida,Surfing,M,20,Left ankle bitten,N,Unidentified
1423,2006-10-01,Unprovoked,USA,Texas,Surfing,M,0,Lacerations to lower left leg,N,1' to 4' shark
1424,2006-10-01,Unprovoked,USA,Florida,Playing soccer in the water,M,18,Lacerations to foot,N,3' to 3.5' shark
1425,2006-10-01,Unprovoked,BAHAMAS,New Providence Island,Free diving / modeling,F,26,Puncture wounds to left foot,N,Unidentified
1426,2006-10-01,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,Murder,Unidentified,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Unidentified
1427,2006-09-01,Invalid,SOUTH AFRICA,Western Cape Province,Spearfishing,M,36,No injury; 4m white shark made a threat display,Unidentified,Invalid
1428,2006-09-01,Unprovoked,USA,Florida,Surfing,M,19,Big toe bitten,N,Unidentified
1429,2006-09-01,Provoked,USA,Florida,Diving / Kissing the shark,M,0,Lacerations to upper lip    PROVOKED INCIDENT,N,Nurse shark
1430,2006-09-01,Unprovoked,USA,North Carolina,Surfing,M,16,Laceration to left thigh,N,Unidentified
1431,2006-09-01,Unprovoked,USA,Florida,Swimming,M,55,Minor injury to left hand,N,Spinner shark
1432,2006-09-01,Unprovoked,USA,Florida,Surfing,M,52,Left torso grazed,N,5' shark
1433,2006-09-01,Invalid,AUSTRALIA,Queensland,Diving,M,44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Unidentified,No shark involvement
1434,2006-09-01,Unprovoked,BRAZIL,Unidentified,Unidentified,M,20,FATAL,Y,Unidentified
1435,2006-09-01,Unprovoked,USA,Florida,Standing,M,33,Puncture wounds and cuts to right thigh,N,3' shark
1436,2006-09-01,Unprovoked,USA,Florida,Swimming,M,0,Arm bitten,N,Unidentified
1437,2006-09-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,37,"No injury, shark rammed surfboard",N,"White shark, 3.5m "
1438,2006-08-01,Unprovoked,USA,Oregon,Surfing,M,23,Laceration & puncture wounds to foot,N,Unidentified
1439,2006-08-01,Unprovoked,AUSTRALIA,South Australia,Surfing,M,0,"No injury, shark towed  surfer & board",N,"Bronze whaler shark, 6'"
1440,2006-08-01,Unprovoked,REUNION,Saint-Gilles-les-Bains,Body boarding,M,27,Laceration to right calf & heel,N,Unidentified
1441,2006-08-01,Invalid,BRAZIL,Pernambuco,Unidentified,M,17,Shark bites may have been post mortem,Unidentified,Shark involvement prior to death was not confirmed
1442,2006-08-01,Invalid,BELIZE,Ambergris Caye,Spearfishing,M,34,Shark involvement prior to death not confirmed,Unidentified,Shark involvement prior to death was not confirmed
1443,2006-08-01,Sea Disaster,ITALY,Unidentified,Sea Disaster,M,0,FATAL,Y,Unidentified
1444,2006-08-01,Unprovoked,REUNION,Saint-Pierre,Surfing,M,34,FATAL,Y,Unidentified
1445,2006-08-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,0,"No injury, surfboard leash severed",N,5 m shark
