original order,Date,Type,Country,Area,Location,Activity,Age,Fatal (Y/N)
5500,31-Mar-2012,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,33,Y
5499,24-Mar-2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,21,N
5498,22-Mar-2012,Boating,AUSTRALIA,Western Australia,Kalbarri,Crayfishing,,N
5497,20-Mar-2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,20,N
5496,15-Mar-2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,61,N
5495,14-Mar-2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,N
5494,14-Mar-2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,17,N
5493,06-Mar-2012,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,,N
5492,06-Mar-2012,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",34,N
5491,05-Mar-2012,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,Body boarding,31,N
5490,04-Mar-2012,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,19,N
5489,03-Mar-2012,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba,Attempting to Kite surf from Egypt to Saudi Arabia,42,
5488,01-Mar-2012,Provoked,CHILE,Antofagasta Province,Antofagasta,Fishing (illegally),,N
5487,26-Feb-2012,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,,N
5486,25-Feb-2012,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,Fishing,,N
5485,20-Feb-2012,Boat,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,,N
5484,06-Feb-2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,29,N
5483,27-Jan-2012,Unprovoked,USA,Hawaii,Lanai,Snorkeling,,N
5482,19-Jan-2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,26,N
5481,22-Jan-2012,Unprovoked,BAHAMAS,,Cat Island,"Diving, photographing sharks",,N
5480,18-Jan-2012,Provoked,TAIWAN,Taitung ,Taimali,Fishing,24,N
5479,18-Jan-2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,44,N
5478,15-Jan-2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,25,Y
5477,13-Jan-2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,53,N
5476,03-Jan-2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,28,N
5475,02-Jan-2012,Unprovoked,AUSTRALIA,Queensland,Duranbah,Spearfishing,34,N
5474,31-Dec-2011,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",,,N
5473,26-Dec-2011,Invalid,ANTIGUA,St John's,Fort James Beach,Swimming,,
5472,25-Dec-2011,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach,Surfing,23,N
5471,23-Dec-2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,27,N
5470,21-Dec-2011,Provoked,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,,N
5469,21-Dec-2011,Boating,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,35,N
5468,11-Dec-2011,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,51,N
5467,07-Dec-2011,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf skiing ,,
5466,07-Dec-2011,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,14,N
5465,06-Dec-2011,Unprovoked,USA,Oregon,Seaside Cove,Surfing,,N
5464,05-Dec-2011,Invalid,AUSTRALIA,Queensland,Bushy Ilet,Spearfishing,,
5463,02-Dec-2011,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,63,N
5462,29-Nov-2011,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,18,N
5461,28-Nov-2011,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,10,N
5460,22-Nov-2011,Boating,USA,California,Pigeon Point,Kayaking,,N
5459,20-Nov-2011,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Scuba diving,,N
5458,12-Nov-2011,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,35,N
5457,11-Nov-2011,Unprovoked,REUNION,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,42,N
5456,29-Oct-2011,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,27,N
5455,28-Oct-2011,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,26,N
5454,29-Oct-2011,Provoked,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,,N
5453,22-Oct-2011,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,32,Y
5452,20-Oct-2011,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,41,N
5451,19-Oct-2011,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,50,N
5450,11-Oct-2011,Unprovoked,USA,Florida,Cape Canaveral,Surfing,,N
5449,10-Oct-2011,Unprovoked,USA,Oregon,Seaside,Surfing,,N
5448,09-Oct-2011,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,64,Y
5447,05-Oct-2011,Boating,REUNION,,Cap La Houssaye,Canoeing,51,N
5446,02-Oct-2011,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,,N
5445,01-Oct-2011,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",,29,N
5444,30-Sep-2011,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,27,
5443,28-Sep-2011,Provoked,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson ,Fishing,48,N
5442,28-Sep-2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,43,N
5441,24-Sep-2011,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,21,N
5440,24-Sep-2011,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,5,N
5439,20-Sep-2011,Boat,USA,Hawaii,Kauai,Canoeing,,N
5438,19-Sep-2011,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,38,Y
5437,17-Sep-2011,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,17,Y
5436,16-Sep-2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,25,N
5435,11-Sep-2011,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,37,N
5434,11-Sep-2011,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,30,N
5433,04-Sep-2011,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,,N
5432,04-Sep-2011,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,Body boarding,21,Y
5431,02-Sep-2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,19,N
5430,31-Aug-2011,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,19,N
5429,28-Aug-2011,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,48,
5428,28-Aug-2011,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,39,N
5427,26-Aug-2011,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",,N
5426,24-Aug-2011,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,21,N
5425,24-Aug-2011,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,,10,N
5424,23-Aug-2011,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,49,Y
5423,18-Aug-2011,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,16,N
5422,17-Aug-2011,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,20s,N
5421,17-Aug-2011,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",,12,
5420,17-Aug-2011,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,25,N
5419,16-Aug-2011,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,32,N
5418,16-Aug--2011,Unprovoked,USA,Puerto Rico, Vieques,Floating ,27,N
5417,16-Aug-2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Swimming or Snorkeling,30,Y
5416,15-Aug-2011,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,7,N
5415,11-Aug--2011,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,54,N
5414,01-Aug-2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Diving,36,Y
5413,31-Jul-2011,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,14,
5412,30-Jul-2011,Sea Disaster,PHILIPPINES,,,Sea disaster,43,N
5411,25-Jul-2011,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,,N
5410,22-Jul-2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,29,N
5409,19-Jul-2011,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,6,N
5408,15-Jul-2011,Boating,REUNION,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,,N
5407,13-Jul-2011,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,,N
5406,13-Jul-2011,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,54,N
5405,07-Jul-2011,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,12,N
5404,07-Jul-2011,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,14,N
5403,06-Jul-2011,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,16,N
5402,05-Jul-2011,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,17,N
5401,30-Jun-2011,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,28,N
5400,29-Jun-2011,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,21,N
5399,28-Jun-2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,22,N
5398,26-Jun-2008,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,10,N
5397,24-Jun-2011,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,,N
5396,21-Jun-2011,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,20,N
5395,19-Jun-2011,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,35,N
5394,19-Jun-2011,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,15,Y
5393,15-Jun-2011,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,31,Y
5392,14-Jun-2011,Boating,UNITED KINGDOM,Cornwall,St. Ives,Fishing,,N
5391,12-Jun-2011,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,28,N
5390,06-Jun-2011,Unprovoked,COLUMBIA,San Andrés archipelago,Albuquerque Cay,Spearfishing,24,N
5389,06-Jun-2011,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,28,N
5388,06-Jun-2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,19,N
5387,01-Jun-2011,Unprovoked,MALAYSIA,Kedah,Palau Payar,Snorkeling,,N
5386,30-May-2011,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,22,N
5385,29-May-2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,33,N
5384,25-May-2011,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,,N
5383,22-May-2011,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,,N
5382,21-May-2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,28,Y
5381,13-May-2011,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,86,N
5380,21-May-2011,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,15,Y
5379,13-May-2011,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,37,N
5378,10-May-2011,Provoked,USA,Florida,Miami,Fishing ,,N
5377,07-May-2011,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,43,
5376,04-May-2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,37,N
5375,26-Apr-2011,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,32,N
5374,23-Apr-2011,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,17,N
5373,22-Apr-2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,49,N
5372,16-Apr-2011,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,41,N
5371,13-Apr-2011,Unprovoked,INDONESIA,Bali,Balian,Surfing,,N
5370,08-Apr-2011,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,27,N
5369,29-Mar-2011,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",,N
5368,24-Mar-2011,Unprovoked,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,,N
5367,23-Mar-2011,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,48,N
5366,21-Mar-2011,Unprovoked,MEXICO,Quintana Roo,,Swimming,46,N
5365,21-Mar-2011,Unprovoked,FIJI,,Nukudamu ,Diving / fishing,30,N
5364,16-Mar-2011,Unprovoked,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,24,N
5363,10-Mar-2010,Invalid,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,,,
5362,10-Mar-2011,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,,N
5361,28-Feb-2011,Provoked,AUSTRALIA,Queensland,Between ,Fishing,36,N
5360,23-Feb-2011,Unprovoked,NEW CALEDONIA, Loyalty Islands,"Bay of Bweedro, Ouvéa",Spearfishing,21,N
5359,18-Feb-2011,Unprovoked,REUNION,Saint Gilles ,Trois-Roches,Surfing,32,N
5358,17-Feb-2011,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,49,Y
5357,13-Feb-2011,Provoked,AUSTRALIA,Queensland,Sunshine Beach,Fishing,,N
5356,12-Feb-2011,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,58,N
5355,04-Feb-2011,Provoked,MEXICO,Colima,"Manzanillo, Revillagigedo Islands",Shark fishing on the Ricardo Astorga,,N
5354,02-Feb-2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,37,N
5353,31-Jan-2011,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,38,N
5352,28-Jan-2011,Provoked,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agustín-VI. ,25,N
5351,26-Jan-2011,Unprovoked,BAHAMAS,West End,Tiger Beach,Scuba diving,55,N
5350,20-Jan-2011,Invalid,AUSTRALIA,New South Wales,Cudgen Creek ,Swimming,7,
5349,15-Jan-2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,16,Y
5348,12-Jan 2011,Unprovoked,MEXICO,Quintana Roo,Xcalak ,Attempting to fix motor,37,N
5347,03-Jan-2011,Boat,AUSTRALIA,Western Australia,Busselton,Fishing,,N
5346,26-Dec-2010,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,16,N
5345,17-Dec-2010,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,,N
5344,11-Dec-2010,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,46,N
5343,05-Dec-2010,Unprovoked,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Snorkeling,70,Y
5342,03-Dec-2010,Unprovoked,INDONESIA,Bali,Balian,Surfing,,N
5341,01-Dec-2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,54,N
5340,01-Dec-2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,46,N
5339,30-Nov-2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,70,N
5338,30-Nov-2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,48,N
5337,27-Nov-2010,Unprovoked,SAMOA,,,Fishing,47,N
5336,27-Nov-2010,Invalid,AUSTRALIA,Western Australia,Native Dog Beach,Swimming,,
5335,19-Nov-2010,Provoked,USA,Palmyra Atoll,,Snorkeling,33,N
5334,15-Nov-2010,Unprovoked,DOMINICAN REPUBLIC,,Boca Chica,Diving,21,Y
5333,14-Nov-2010,Unprovoked,INDONESIA,Bali,Balian,Surfing,,N
5332,12-Nov-2010,Boat,AUSTRALIA,Western Australia,Between Carnac and Garden Islands,Fishing,,N
5331,30-Oct-2010,Unprovoked,AUSTRALIA,Western Australia,Off Garden Island,Snorkeling,20,N
5330,28-Oct-2010,Unprovoked,AUSTRALIA,Western Australia,Cheynes Beach,Spearfishing,,N
5329,28-Oct-2010,Unprovoked,USA,Oregon,Florence,Surfing,,N
5328,25-Oct-2010,Provoked,AZORES,,350 miles from Faial Island,Fishing,,N
5327,23-Oct-2010,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,30,N
5326,23-Oct-2010,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,14,N
5325,22-Oct-2010,Unprovoked,USA,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,19,Y
5324,20-Oct-2010,Unprovoked,EGYPT,South Sinai Peninsula,Sharm el-Sheikh ,Snorkeling,,N
5323,09-Oct-2010,Unprovoked,AUSTRALIA,New South Wales,Mullaway Headland,Surfing,22,N
5322,02-Oct-2010,Unprovoked,BAHAMAS,Exuma Islands,,Snorkeling,,N
5321,02-Oct-2010,Unprovoked,BAHAMAS,Abaco Islands,Elbow Cay,Surfing,,N
5320,01-Oct-2010,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, Strand",Surfing,Teen,N
5319,27-Sep-2010,Unprovoked,USA,Oregon,Winchester Bay,Surfing,29,N
5318,24-Sep-2010,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,18,N
5317,21-Sep-2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,Swimming,29,Y
5316,13-Sep-2010,Unprovoked,AUSTRALIA,New South Wales,Fraser's Reef,Surfing,15,N
5315,07-Sep-2010,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,27,N
5314,06-Sep-2010,Unprovoked,TONGA,Ha'api ,,Swimming /  Whale Watching,24,N
5313,04-Sep-2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,N
5312,03-Sep-2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,24,N
5311,03-Sep-2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,24,N
5310,02-Sep-2010,Unprovoked,SOLOMON ISLANDS,Western Province,,,34,N
5309,29-Aug-2010,Invalid,BAHAMAS,Exuma Islands,"Off Jaws Beach, New Providence Island",Swimming after boat became disabled,43,
5308,18-Aug-2010,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,10,N
5307,17-Aug-2010,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,Surfing,31,Y
5306,14-Aug-2010,Boating,USA,California,"Pigeon Point, San Mateo County",Kayak Fishing,45,N
5305,10-Aug-2010,Provoked,AUSTRALIA,Queensland,"Three Mile Creek, Townsville",Fishing,,N
5304,10-Aug-2010,Unprovoked,SOUTH KOREA,Jeju Province,Jeju Island,Swimming,16,N
5303,08-Aug-2010,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,47,N
5302,07-Aug-2010,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,25,N
5301,07-Aug-2010,Unprovoked,MALTA,,"Off Fort St. Elmo, Valetta",Windsurfing,35,N
5300,05-Aug-2010,Invalid,USA,Florida,"Bethune Beach, Volusia County",Swimming,,
5299,02-Aug-2010,Boating,USA,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Kayaking,,N
5298,02-Aug-2010,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,37,N
5297,25-Jul-2010,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Standing,16,N
5296,23-Jul-2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,20,N
5295,19-Jul-2010,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,10,N
5294,17-Jul-2010,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,13,N
5293,17-Jul-2010,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,55,N
5292,16-Jul-2010,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",Swimming,9,N
5291,16-Jul-2010,Unprovoked,USA,Texas,Galveston,Fishing,,N
5290,11-Jul-2010,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,,N
5289,04-Jul-2010,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Snorkeling,21,N
5288,03-Jul-2010,Provoked,USA,New York,Off Long Island,Fishing,20,N
5287,02-Jul-2010,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,19,N
5286,02-Jul-2010,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,48,N
5285,27-Jun-2010,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,20,N
5284,25-Jun-2010,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,6,N
5283,25-Jun-2010,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,13,N
5282,15-Jun-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,17,N
5281,10-Jun-2010,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,18,N
5280,06-Jun-2010,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,40,N
5279,Jun-2010,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,20,N
5278,30-May-2010,Provoked,USA,Florida,Off Tarpon Springs,Fishing,49,N
5277,18-May-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Rescuing,58,N
5276,18-May-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,60,N
5275,18-May-2010,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,Surfing,,N
5274,03-May-2010,Unprovoked,MADAGASCAR,Antsiranana Province," Ambatolaoka, Nosy Be Island",Scuba diving,59,N
5273,01-May-2010,Unprovoked,USA,Florida,New Smyrna Beach,Wading,10,N
5272,28-Apr-2010,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,29,N
5271,19-Apr-2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,68,N
5270,13-Apr-2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,35,N
5269,04-Apr-2010,Unprovoked,EGYPT,Sinai Peninsula,Sharm el-Sheikh ,Swimming / treading water,24,N
5268,27-Mar-2010,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,34,N
5267,190Feb-2010,Unprovoked,NEW ZEALAND,South Island,Tahunanui Beach,Swimming,,N
5266,16-Feb-2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,,N
5265,15-Feb-2010,Unprovoked,FIJI,Off Vanua Levu,Nara Reef,Scuba diving,19,Y
5264,13-Feb-2010,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Snorkeling,60,N
5263,11-Feb-2010,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,46,N
5262,06-Feb-2010,Provoked,NEW ZEALAND,South Island,Cosy Nook,Spearfishing,,N
5261,06-Feb-2010,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,18,N
5260,06-Feb-2010,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,,N
5259,04-Feb-2010,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),31,
5258,03-Feb-2010,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,38,Y
5257,01-Feb-2010,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,14,N
5256,31-Jan-2010,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,29,N
5255,27-Jan-2010,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,,N
5254,22-Jan-2010,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,54,N
5253,22-Jan-2010,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,,N
5252,12-Jan-2010,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Standing,37,Y
5251,09-Jan-2010,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,9,N
5250,09-Jan-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,,,N
5249,09-Jan-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,,,N
5248,09-Jan-2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Bathing,,N
5247,06-Jan-2010,Unprovoked,USA,Florida,Elliot Key,Spearfishing,32,N
5246,05-Jan-2010,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",Surfing,,N
5245,29-Dec-2009,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,Wading,20,N
5244,26-Dec-2009,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,55,N
5243,22-Dec-2009,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,27,N
5242,20-Dec-2009,Boating,AUSTRALIA,Queensland,Mudjimba Island,Kayaking,,N
5241,20-Dec-2009,Unprovoked,AUSTRALIA,Queensland,Lamont Reef,Spearfishing,18,N
