Case Number,Date,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Investigator or Source,href formula,original order
2011.11.11,2011-11-11 00:00:00,Unprovoked,Reunion,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,M,Left foot bitten,N,"H. Nickel & A. Brenneka, SharkAttackSurvivors.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.11-Delaunay.pdf,5457.0
2011.10.29.,2011-10-29 00:00:00,Unprovoked,Usa,California,"Marina State Beach, Monterey County",Surfing,M,"Lacerations to right wrist, foream & neck",N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.29-Tarantino.pdf,5456.0
2011.10.28.R,2011-10-28 00:00:00,Unprovoked,Scotland,Moray,Spey Bay,Surfing,M,"No injury, shark bumped leg & board. ",N,"Daily Record, 10/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.28.R-Rollo.pdf,5455.0
2011.10.28.,2011-10-29 00:00:00,Provoked,South africa,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,No Data,Arm bitten by captive shark PROVOKED INCIDENT,N,"Durban Radio, 10/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.28-uShaka-Aquarium.pdf,5454.0
2011.10.22,2011-10-22 00:00:00,Unprovoked,Australia,Western Australia,Rottnest Island,Diving,M,FATAL,Y,"Sky News, 10/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.22-Wainwright.pdf,5453.0
2011.10.20,2011-10-20 00:00:00,Unprovoked,Usa,Oregon,"Newport, Lincoln County",Surfing,M,"No injury, shark bit surfboard",N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.20-Gumm.pdf,5452.0
2011.10.19,2011-10-19 00:00:00,Unprovoked,Australia,Victoria,Elwood Beach,Diving,M,Small bruise to calf,N,"The Age, 10/20/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.19-Houston.pdf,5451.0
2011.10.11,2011-10-11 00:00:00,Unprovoked,Usa,Florida,Cape Canaveral,Surfing,M,Foot bitten,N,T. Riley,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.11-Riley.pdf,5450.0
2011.10.10,2011-10-10 00:00:00,Unprovoked,Usa,Oregon,Seaside,Surfing,M,No injury,N,"R.Collier; KATU News, 10/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.10-Niblack.pdf,5449.0
2011.10.09,2011-10-09 00:00:00,Unprovoked,Australia,Western Australia,Cottesloe Beach,Swimming,M,FATAL,Y,"Perth Now, 10/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.09-Martin.pdf,5448.0
2011.10.05,2011-10-05 00:00:00,Provoked,Reunion,No Data,Cap La Houssaye,Canoeing,M,No injury to occupant,N,"Clicanoo, 10/5/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.05-Castellani.pdf,5447.0
2011.10.02,2011-10-02 00:00:00,Unprovoked,Usa,Florida,"Santa Maria Island, Manatee County",Wade fishing,M,Minor injury to thigh,N,"Herald Tribune, 10/2/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.02-Perez.pdf,5446.0
2011.10.01,2011-10-01 00:00:00,Unprovoked,Usa,Alabama,"Gulf Shores, Baldwin County",No Data,M,Lacerations to right wrist and middle finger,N,WKRG,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.01-Meade.pdf,5445.0
2011.09.30,2011-09-30 00:00:00,Provoked,Usa,Puerto Rico,Hatillo Beach,Surfing,M,Lacerations to lower right leg ,N,"El Nuevodia, 9/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.30-Casanova.pdf,5444.0
2011.09.28.b,2011-09-28 00:00:00,Provoked,Dominican republic,Samaná Province,Playa Jackson ,Fishing,M,Severe injuries to left arm PROVOKED INCIDENT,N,"Hoy Digital, 9/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.b-Sarante.pdf,5443.0
2011.09.28.a,2011-09-28 00:00:00,Unprovoked,South africa,Western Cape Province,Clovely Beach,Swimming,M,"Right leg severed, left leg lacerated",N,"News 24, 9/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.a-Cohen.pdf,5442.0
2011.09.24.b,2011-09-24 00:00:00,Unprovoked,Usa,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,Laceration to left thigh,N,"Herald Tribune, 9/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.b-Wickersham.pdf,5441.0
2011.09.24.a,2011-09-24 00:00:00,Unprovoked,Usa,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,Laceration to left thigh,N,"Sun News, 9/26/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.a-O'Hara.pdf,5440.0
2011.09.20,2011-09-20 00:00:00,Provoked,Usa,Hawaii,Kauai,Canoeing,M,"No injury, canoe bitten by shark",N,"R. Mizutani, KHON2, 9/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.20-Bartlett.pdf,5439.0
2011.09.19,2011-09-19 00:00:00,Unprovoked,Reunion,Saint-Gilles,Boucan-Canot,Body boarding,M,FATAL,Y,zinfos974,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.19-Schiller.pdf,5438.0
2011.09.17,2011-09-17 00:00:00,Unprovoked,Kenya,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,FATAL,Y,"Mombasa411, 9/20/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf,5437.0
2011.09.16,2011-09-16 00:00:00,Unprovoked,Usa,Florida,New Smyrna Beach,Surfing,M,Lacerations to arm,N,"Daytona Beach News-Journal, 9/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf,5436.0
2011.09.11.b,2011-09-11 00:00:00,Unprovoked,Usa,California,"Samoa Beach, Humboldt County",Surfing,M,"No injury, board bitten",N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf,5435.0
2011.09.11.a,2011-09-11 00:00:00,Unprovoked,Papua new guinea,Central Province,"Hula, near Port Moresby",Kite Surfing,M,Lacerations to right leg,N,"Sydney Morning Herald, 9/12/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf,5434.0
2011.09.04.b,2011-09-04 00:00:00,Unprovoked,Usa,Hawaii,"Nimitz State Beach, Oahu",Surfing,No Data,"No injury, shark bit surfboard",N,"KITV.com, 9/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf,5433.0
2011.09.04.a,2011-09-04 00:00:00,Unprovoked,Australia,Western Australia, Bunker Bay,Body boarding,M,FATAL,Y,"Sunshine Coast Daily, 9/5/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf,5432.0
2011.09.02,2011-09-02 00:00:00,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to ankle & foot,N,"WESH.com, 9/2/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf,5431.0
2011.08.31,2011-08-31 00:00:00,Unprovoked,Usa,Florida,Crescent Beach St. Johns County,Surfing,M,Lacerations to lower leg,N,"News4JAX, 9/1/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf,5430.0
2011.08.28.b,2011-08-28 00:00:00,Provoked,Australia,Queensland,Fantome Island,Swimming,M,FATAL,N,"Courier Pigeon, 8/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf,5429.0
2011.08.28.a,2011-08-28 00:00:00,Unprovoked,Usa,Texas,"Grass Island, Aransas County",Wade Fishing,F,"Lacerations to anterior left shin, abrasion to posteior right leg",N,M. Locklear,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf,5428.0
2011.08.26,2011-08-26 00:00:00,Unprovoked,Russia,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,Superficial laceration to shoulder,N,"Voice of Russia, 8/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf,5427.0
2011.08.24.b,2011-08-24 00:00:00,Unprovoked,Usa,North Carolina,"Buxton Beach, Dare County",Surfing,M,Lacerations to foot,N,Shark Times,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf,5426.0
2011.08.24.a,2011-08-24 00:00:00,Unprovoked,Usa,North Carolina,Holden Beach. Brunswick County,No Data,M,Heel bitten,N,"WECT.com, 8/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf,5425.0
2011.08.23,2011-08-23 00:00:00,Unprovoked,South africa,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,FATAL,Y,"News24, 8/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf,5424.0
2011.08.18,2011-08-18 00:00:00,Unprovoked,Russia,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,"Lacerations to hip, thigh and knee",N,"Ria Novosti, 8/18/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf,5423.0
2011.08.17.c.,2011-08-17 00:00:00,Unprovoked,Usa,North Carolina,"Kure Beach, New Hanover County",Wading,F,Lacerations to foot,N,C. Creswell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf,5422.0
2011.08.17.b.,2011-08-17 00:00:00,Provoked,Usa,North Carolina,"Wrightsville Beach, New Hanover County",No Data,M,Abrasions to left hand,N,"C. Creswell, GSAF; Wway, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.b-child.pdf,5421.0
2011.08.17.a,2011-08-17 00:00:00,Unprovoked,Russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,Hands severed,N,"AsiaOne, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf,5420.0
2011.08.16.c,2011-08-16 00:00:00,Unprovoked,French polynesia,Society Islands,"Teahupoo, Tahiti",Surfing,M,"No injury, board bitten",N,Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf,5419.0
2011.08.16.b,16-Aug--2011,Unprovoked,Usa,Puerto Rico, Vieques,Floating ,M,Lacerations to  lower right leg and foot,N,"El Nuevodia, 7/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf,5418.0
2011.08.16.a,2011-08-16 00:00:00,Unprovoked,Seychelles,Praslin,Anse Lazio ,Swimming or Snorkeling,M,FATAL,Y,"P. Cahalan, The Independent, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf,5417.0
2011.08.15,2011-08-15 00:00:00,Provoked,Usa,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,Puncture wounds to foot,N,"C. Creswell; Carolina Live, 8/15/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf,5416.0
2011.08.11,11-Aug--2011,Unprovoked,Usa,North Carolina,Beaufort Inlet,Swimming,M,Lower right leg bitten,N,"Eyewitness News 9, 8/12/011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf,5415.0
2011.08.01,2011-08-01 00:00:00,Unprovoked,Seychelles,Praslin,Anse Lazio ,Diving,M,FATAL,Y,"Gulf News, 8/2/2011; Clicanoo, 8/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf,5414.0
2011.07.31,2011-07-31 00:00:00,Provoked,Brazil,Pernambuco,Praia do Pina,Swimming,M,Cause of death may have been drowning; remains scavenged by sharks,N,surfguru.com.br ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf,5413.0
2011.07.30,2011-07-30 00:00:00,Unprovoked,Philippines,No Data,No Data,Sea disaster,M,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,N,"ABS-CBN News, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf,5412.0
2011.07.25,2011-07-25 00:00:00,Unprovoked,Usa,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,"No injury, shark bit boot",N,"NBC, 7/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf,5411.0
2011.07.22,2011-07-22 00:00:00,Unprovoked,South africa,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,Upper left arm & right leg bitten,N,"Zigzag, 7/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf,5410.0
2011.07.19,2011-07-19 00:00:00,Unprovoked,Usa,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,Lower right leg & foot bitten,N,"C. Creswell, GSAF; WITN.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf,5409.0
2011.07.15,2011-07-15 00:00:00,Provoked,Reunion,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,M,No injury,N,"Le Post, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf,5408.0
2011.07.13.b,2011-07-13 00:00:00,Unprovoked,Usa,Texas,"South Padre Island, Cameron County",Surf fishing,M,Lacerations to left foot,N,E.G. Paez,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf,5407.0
2011.07.13.a,2011-07-13 00:00:00,Unprovoked,Bahamas,Grand Bahama Island,Off Lucaya,Scuba diving,M,Injuries to arm,N,"Royal Bahamas Police Force, 7/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf,5406.0
2011.07.07.b,2011-07-07 00:00:00,Unprovoked,Usa,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,Foot bitten,N,"A. Acosta, Victoria Advocate, 7/9/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf,5405.0
2011.07.07.a,2011-07-07 00:00:00,Unprovoked,Usa,Texas,"Mustang Island, Nueces County",Wade Fishing,M,Lacerations to right foot,N,"J. Martinez, Corpus Christi Caller Times, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf,5404.0
2011.07.06,2011-07-06 00:00:00,Unprovoked,Reunion,Saint-Gilles,Roches Noires,Surfing,M,Minor injuries: scratches on nose & ankle. Board broken in two,N,"V. Boyer, Le Journal de lîle de la Réunion, 7/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf,5403.0
2011.07.05,2011-07-05 00:00:00,Unprovoked,Columbia,Sucre,"Libertad, San Onofre",Kayaking,M,"Right arm bitten, defense wounds to left hand",N,"El Universal, 7/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf,5402.0
2011.06.30,2011-06-30 00:00:00,Unprovoked,Turks & caicos,Middle Caicos,Mudjin Harbor,Snorkeling,M,Lacerations to left shoulder and back,N,"T. Cyronak, R. Collier",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf,5401.0
2011.06.29,2011-06-29 00:00:00,Unprovoked,Brazil,Pernambuco,Praia do Pina,Surfing,M,Lacerations to right thigh,N,"USA Today, 6/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf,5400.0
2011.06.28,2011-06-28 00:00:00,Unprovoked,South africa,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,Severe lacerations to hands and  left leg,N,"Surfline.com, 6/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf,5399.0
2011.06.26,2008-06-26 00:00:00,Unprovoked,Usa,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,Ankle bitten,N,C. Creswell & G. Hubbell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf,5398.0
2011.06.24,2011-06-24 00:00:00,Unprovoked,Usa,California,"San Onofre State Beach, San Diego County",Surfing,M,Shark leapt onto surfboard; surfer uninjured ,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf,5397.0
2011.06.21,2011-06-21 00:00:00,Unprovoked,Usa,Florida,"Perdido Key, Escambia County",Jet skiing,M,Lacerations to foot and ankle,N,"B. Raines, Press-Register, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf,5396.0
2011.06.19.b,2011-06-19 00:00:00,Unprovoked,Turks & caicos,Caicos Bank,French Cay,Spearfishing,M,Right calf bitten,N,"fptci.com, 6/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf,5395.0
2011.06.19.a,2011-06-19 00:00:00,Unprovoked,Costa rica,Guanacaste,Playa Grande,Surfing,M,FATAL,Y,"D. Martinez, Tico Times, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf,5394.0
2011.06.15,2011-06-15 00:00:00,Unprovoked,Reunion,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,FATAL,Y,"Surfprevention.com, 6/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf,5393.0
2011.06.14.R,2011-06-14 00:00:00,Provoked,United kingdom,Cornwall,St. Ives,Fishing,No Data,"No injury, shark slammed into boat",N,"G. Box-Turnbull, Daily Mirror, 6/14/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf,5392.0
2011.06.12,2011-06-12 00:00:00,Unprovoked,Usa,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,Lacerations to right calf,N,"WPTV, 6/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf,5391.0
2011.06.06.R,2011-06-06 00:00:00,Unprovoked,Columbia,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,Injuries to right hand and forearm,N,"Il Isleno.com, 6/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf,5390.0
2011.06.06.b,2011-06-06 00:00:00,Unprovoked,Usa,California,"La Jolla, San Diego County",Spearfishing,M,"No injury, minor damage to wetsuit",N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf,5389.0
2011.06.06.a,2011-06-06 00:00:00,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,M,Puncture wound to calf,N,"L. Lelis, Orlando Sentinel, 6/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf,5388.0
2011.06.01,2011-06-01 00:00:00,Unprovoked,Malaysia,Kedah,Palau Payar,Snorkeling,F,Laceration to dorsum of right foot,N,meglognature.blogspot.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf,5387.0
2011.05.30,2011-05-30 00:00:00,Unprovoked,Usa,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,Lacerations & punctures to right thigh ,N,"KHOU.com, 5/31/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf,5386.0
2011.05.29,2011-05-29 00:00:00,Unprovoked,South africa,Western Cape Province,Robberg Beach,Surfing,M,"No injury, board bumped by shark",N,"The George Herald, 5/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf,5385.0
2011.05.25,2011-05-25 00:00:00,Unprovoked,Usa,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,"No injury, board bitten",N,"Star Advertiser, 5/26/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf,5384.0
2011.05.22,2011-05-22 00:00:00,Unprovoked,Usa,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,"No injury, board bitten",N,"Hawaii News Now, 5/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf,5383.0
2011.05.21.b,2011-05-21 00:00:00,Unprovoked,South africa,KwaZulu-Natal,Levan Point,Spearfishing,M,"Thigh bitten, FATAL",Y,"News 24, 5/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf,5382.0
2011.05.13.b,2011-05-13 00:00:00,Unprovoked,Usa,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,Lacerations to left foot & ankle,N,"News 4, 5/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf,5381.0
2011.05.21.a,2011-05-21 00:00:00,Unprovoked,New caledonia,North Province,Kendec,Kite Boarding,M,"Thigh bitten, FATAL",Y,"Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf,5380.0
2011.05.13.a,2011-05-13 00:00:00,Unprovoked,Usa,Florida,"Ormond Beach, Volusia County",Surfing,M,Minor injury; puncture wounds to calf,N,"L. Lelis, Orlando Sentinel, 5/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.a-Bronson.pdf,5379.0
2011.05.10,2011-05-10 00:00:00,Provoked,Usa,Florida,Miami,Fishing ,M,Laceration to arm by captive shark PROVOKED INCIDENT,N,"News 7, 5/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.10-Storch.pdf,5378.0
2011.05.07.R,2011-05-07 00:00:00,Provoked,United arab emirates (uae),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,M,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",N,"Emirates 24/7 News, 5/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.07.R-UAE.pdf,5377.0
2011.05.04,2011-05-04 00:00:00,Unprovoked,South africa,KwaZulu-Natal,Palm Beach,Spearfishing,M,Calf bitten,N,"The Witness, 5/10/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.04-Burger.pdf,5376.0
2011.04.26,2011-04-26 00:00:00,Unprovoked,Usa,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,Calf bitten,N,"J. Wigham III, Palm Beach Post, 4/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.26-Seagrich.pdf,5375.0
2011.04.23,2011-04-23 00:00:00,Unprovoked,Australia,Western Australia,Red Bluffs,Washing sand off a speared fish,M,Heel bitten,N,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.23-VanderVyver.pdf,5374.0
2011.04.22,2011-04-22 00:00:00,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing ,M,Minor puncture wounds,N,S. Petersohn,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.22-RonWhite.pdf,5373.0
